invoice_id,unit_price,quantity,tax_5,total,cogs,gross_margin_percentage,gross_income,rating,branch_id,customer_id,gender_id,product_line_id,payment_id,date_id,id
425-85-2085,54.86,5,13.715,288.015,274.3,4.761904762,13.715,9.8,3,1,2,1,1,88,517
521-18-7827,39.39,5,9.8475,206.7975,196.95,4.761904762,9.8475,8.7,2,1,2,3,3,22,518
220-28-1851,34.73,2,3.473,72.933,69.46,4.761904762,3.473,9.7,1,2,2,3,1,60,519
600-38-9738,71.92,5,17.98,377.58,359.6,4.761904762,17.98,4.3,2,1,2,4,3,17,520
734-91-1155,45.71,3,6.8565,143.9865,137.13,4.761904762,6.8565,7.7,3,2,1,2,3,85,521
451-28-5717,83.17,6,24.951,523.971,499.02,4.761904762,24.951,7.3,2,1,1,3,2,79,522
609-81-8548,37.44,6,11.232,235.872,224.64,4.761904762,11.232,5.9,1,1,1,3,3,37,523
133-14-7229,62.87,2,6.287,132.027,125.74,4.761904762,6.287,5.0,2,2,2,1,2,1,524
534-01-4457,81.71,6,24.513,514.773,490.26,4.761904762,24.513,8.0,1,2,2,5,3,27,525
719-89-8991,91.41,5,22.8525,479.9025,457.05,4.761904762,22.8525,7.1,1,1,1,4,1,56,526
286-62-6248,39.21,4,7.842,164.682,156.84,4.761904762,7.842,9.0,3,2,2,6,3,16,527
339-38-9982,59.86,2,5.986,125.706,119.72,4.761904762,5.986,6.7,3,1,2,6,1,13,528
827-44-5872,54.36,10,27.18,570.78,543.6,4.761904762,27.18,6.1,3,1,1,5,3,38,529
827-77-7633,98.09,9,44.1405,926.9505,882.81,4.761904762,44.1405,9.3,1,2,2,4,2,48,530
287-83-1405,25.43,6,7.629,160.209,152.58,4.761904762,7.629,7.0,1,2,2,1,1,43,531
435-13-4908,86.68,8,34.672,728.112,693.44,4.761904762,34.672,7.2,1,1,2,6,3,24,532
857-67-9057,22.95,10,11.475,240.975,229.5,4.761904762,11.475,8.2,3,2,2,2,1,37,533
236-27-1144,16.31,9,7.3395,154.1295,146.79,4.761904762,7.3395,8.4,2,2,1,5,1,85,534
892-05-6689,28.32,5,7.08,148.68,141.6,4.761904762,7.08,6.2,1,2,1,3,1,70,535
583-41-4548,16.67,7,5.8345,122.5245,116.69,4.761904762,5.8345,7.4,2,2,2,3,1,38,536
339-12-4827,73.96,1,3.698,77.658,73.96,4.761904762,3.698,5.0,3,1,1,6,3,5,537
643-38-7867,97.94,1,4.897,102.837,97.94,4.761904762,4.897,6.9,1,2,2,3,1,66,538
308-81-0538,73.05,4,14.61,306.81,292.2,4.761904762,14.61,4.9,1,2,1,6,3,56,539
358-88-9262,87.48,6,26.244,551.124,524.88,4.761904762,26.244,5.1,2,1,1,5,1,32,540
460-35-4390,30.68,3,4.602,96.642,92.04,4.761904762,4.602,9.1,1,2,2,3,1,22,541
343-87-0864,75.88,1,3.794,79.674,75.88,4.761904762,3.794,7.1,2,1,2,1,3,3,542
173-50-1108,20.18,4,4.036,84.756,80.72,4.761904762,4.036,5.0,3,1,1,4,3,44,543
243-47-2663,18.77,6,5.631,118.251,112.62,4.761904762,5.631,5.5,2,1,2,2,3,28,544
841-18-8232,71.2,1,3.56,74.76,71.2,4.761904762,3.56,9.2,3,2,1,5,3,5,545
701-23-5550,38.81,4,7.762,163.002,155.24,4.761904762,7.762,4.9,3,1,2,3,1,78,546
647-50-1224,29.42,10,14.71,308.91,294.2,4.761904762,14.71,8.9,1,2,1,6,1,12,547
541-48-8554,60.95,9,27.4275,575.9775,548.55,4.761904762,27.4275,6.0,1,2,2,4,3,7,548
539-21-7227,51.54,5,12.885,270.585,257.7,4.761904762,12.885,4.2,3,2,1,4,2,26,549
213-32-1216,66.06,6,19.818,416.178,396.36,4.761904762,19.818,7.3,1,2,1,2,2,23,550
747-58-7183,57.27,3,8.5905,180.4005,171.81,4.761904762,8.5905,6.5,3,2,2,6,1,40,551
582-52-8065,54.31,9,24.4395,513.2295,488.79,4.761904762,24.4395,8.9,3,2,1,6,2,53,552
210-57-1719,58.24,9,26.208,550.368,524.16,4.761904762,26.208,9.7,3,2,1,1,2,36,553
399-69-4630,22.21,6,6.663,139.923,133.26,4.761904762,6.663,8.6,2,2,2,2,3,66,554
134-75-2619,19.32,7,6.762,142.002,135.24,4.761904762,6.762,6.9,1,1,2,2,2,84,555
356-44-8813,37.48,3,5.622,118.062,112.44,4.761904762,5.622,7.7,3,2,2,3,3,20,556
198-66-9832,72.04,2,7.204,151.284,144.08,4.761904762,7.204,9.5,3,1,1,6,2,35,557
283-26-5248,98.52,10,49.26,1034.46,985.2,4.761904762,49.26,4.5,2,1,1,5,1,30,558
712-39-0363,41.66,6,12.498,262.458,249.96,4.761904762,12.498,5.6,1,1,2,5,1,2,559
218-59-9410,72.42,3,10.863,228.123,217.26,4.761904762,10.863,8.2,1,1,1,3,1,88,560
174-75-0888,21.58,9,9.711,203.931,194.22,4.761904762,9.711,7.3,3,2,2,2,2,73,561
866-99-7614,89.2,10,44.6,936.6,892.0,4.761904762,44.6,4.4,2,2,2,5,3,42,562
134-54-4720,42.42,8,16.968,356.328,339.36,4.761904762,16.968,5.7,3,2,1,2,1,30,563
760-90-2357,74.51,6,22.353,469.413,447.06,4.761904762,22.353,5.0,1,1,2,2,1,79,564
514-37-2845,99.25,2,9.925,208.425,198.5,4.761904762,9.925,9.0,3,2,2,6,2,79,565
698-98-5964,81.21,10,40.605,852.705,812.1,4.761904762,40.605,6.3,1,2,1,5,3,17,566
718-57-9773,49.33,10,24.665,517.965,493.3,4.761904762,24.665,9.4,2,2,1,4,3,34,567
651-88-7328,65.74,9,29.583,621.243,591.66,4.761904762,29.583,7.7,1,2,1,6,2,1,568
241-11-2261,79.86,7,27.951,586.971,559.02,4.761904762,27.951,5.5,3,2,1,6,3,10,569
408-26-9866,73.98,7,25.893,543.753,517.86,4.761904762,25.893,4.1,2,2,1,4,1,61,570
834-83-1826,82.04,5,20.51,430.71,410.2,4.761904762,20.51,7.6,3,1,1,3,3,56,571
343-61-3544,26.67,10,13.335,280.035,266.7,4.761904762,13.335,8.6,3,1,2,4,2,29,572
239-48-4278,10.13,7,3.5455,74.4555,70.91,4.761904762,3.5455,8.3,1,1,2,5,1,69,573
355-34-6244,72.39,2,7.239,152.019,144.78,4.761904762,7.239,8.1,3,2,2,5,3,13,574
550-84-8664,85.91,5,21.4775,451.0275,429.55,4.761904762,21.4775,8.6,1,2,2,4,3,81,575
339-96-8318,81.31,7,28.4585,597.6285,569.17,4.761904762,28.4585,6.3,3,1,2,6,1,60,576
458-61-0011,60.3,4,12.06,253.26,241.2,4.761904762,12.06,5.8,3,2,2,5,2,51,577
592-34-6155,31.77,4,6.354,133.434,127.08,4.761904762,6.354,6.2,2,2,2,5,1,14,578
797-88-0493,64.27,4,12.854,269.934,257.08,4.761904762,12.854,7.7,1,2,1,1,2,85,579
207-73-1363,69.51,2,6.951,145.971,139.02,4.761904762,6.951,8.1,3,2,2,1,1,60,580
390-31-6381,27.22,3,4.083,85.743,81.66,4.761904762,4.083,7.3,2,2,2,5,2,7,581
443-82-0585,77.68,4,15.536,326.256,310.72,4.761904762,15.536,8.4,1,1,1,1,2,32,582
339-18-7061,92.98,2,9.298,195.258,185.96,4.761904762,9.298,8.0,2,1,1,6,3,44,583
359-90-3665,18.08,4,3.616,75.936,72.32,4.761904762,3.616,9.5,3,1,1,6,3,14,584
375-72-3056,63.06,3,9.459,198.639,189.18,4.761904762,9.459,7.0,3,2,2,4,1,19,585
127-47-6963,51.71,4,10.342,217.182,206.84,4.761904762,10.342,9.8,1,2,2,1,3,68,586
278-86-2735,52.34,3,7.851,164.871,157.02,4.761904762,7.851,9.2,1,2,1,5,2,86,587
695-28-6250,43.06,5,10.765,226.065,215.3,4.761904762,10.765,7.7,1,2,1,4,1,35,588
379-17-6588,59.61,10,29.805,625.905,596.1,4.761904762,29.805,5.3,2,2,2,6,2,73,589
227-50-3718,14.62,5,3.655,76.755,73.1,4.761904762,3.655,4.4,1,2,2,1,2,63,590
302-15-2162,46.53,6,13.959,293.139,279.18,4.761904762,13.959,4.3,2,1,2,1,3,62,591
788-07-8452,24.24,7,8.484,178.164,169.68,4.761904762,8.484,9.4,2,1,1,3,1,27,592
560-49-6611,45.58,1,2.279,47.859,45.58,4.761904762,2.279,9.8,1,1,1,4,2,38,593
880-35-0356,75.2,3,11.28,236.88,225.6,4.761904762,11.28,4.8,1,1,1,4,1,36,594
585-11-6748,96.8,3,14.52,304.92,290.4,4.761904762,14.52,5.3,3,1,2,4,2,74,595
470-31-3286,14.82,3,2.223,46.683,44.46,4.761904762,2.223,8.7,3,2,2,1,3,60,596
152-68-2907,52.2,3,7.83,164.43,156.6,4.761904762,7.83,9.5,1,2,2,5,3,46,597
123-35-4896,46.66,9,20.997,440.937,419.94,4.761904762,20.997,5.3,2,2,1,4,1,48,598
258-69-7810,36.85,5,9.2125,193.4625,184.25,4.761904762,9.2125,9.2,2,2,1,6,2,26,599
334-64-2006,70.32,2,7.032,147.672,140.64,4.761904762,7.032,9.6,1,1,1,3,1,83,600
219-61-4139,83.08,1,4.154,87.234,83.08,4.761904762,4.154,6.4,2,2,2,2,1,23,601
881-41-7302,64.99,1,3.2495,68.2395,64.99,4.761904762,3.2495,4.5,2,2,1,6,3,26,602
373-09-4567,77.56,10,38.78,814.38,775.6,4.761904762,38.78,6.9,2,2,2,5,1,73,603
642-30-6693,54.51,6,16.353,343.413,327.06,4.761904762,16.353,7.8,3,2,1,4,1,76,604
484-22-8230,51.89,7,18.1615,381.3915,363.23,4.761904762,18.1615,4.5,2,1,1,6,2,8,605
830-58-2383,31.75,4,6.35,133.35,127.0,4.761904762,6.35,8.6,3,2,2,3,2,39,606
559-98-9873,53.65,7,18.7775,394.3275,375.55,4.761904762,18.7775,5.2,1,1,1,6,1,41,607
544-32-5024,49.79,4,9.958,209.118,199.16,4.761904762,9.958,6.4,2,1,1,5,3,87,608
318-12-0304,30.61,1,1.5305,32.1405,30.61,4.761904762,1.5305,5.2,1,2,2,6,1,23,609
349-97-8902,57.89,2,5.789,121.569,115.78,4.761904762,5.789,8.9,3,1,2,5,1,17,610
421-95-9805,28.96,1,1.448,30.408,28.96,4.761904762,1.448,6.2,1,2,1,2,3,38,611
277-35-5865,98.97,9,44.5365,935.2665,890.73,4.761904762,44.5365,6.7,2,1,1,5,2,68,612
789-23-8625,93.22,3,13.983,293.643,279.66,4.761904762,13.983,7.2,3,1,2,6,2,24,613
284-54-4231,80.93,1,4.0465,84.9765,80.93,4.761904762,4.0465,9.0,2,1,2,4,3,19,614
443-59-0061,67.45,10,33.725,708.225,674.5,4.761904762,33.725,4.2,1,1,2,5,1,34,615
509-29-3912,38.72,9,17.424,365.904,348.48,4.761904762,17.424,4.2,1,1,1,4,1,79,616
327-40-9673,72.6,6,21.78,457.38,435.6,4.761904762,21.78,6.9,3,1,2,4,2,13,617
840-19-2096,87.91,5,21.9775,461.5275,439.55,4.761904762,21.9775,4.4,2,1,2,2,1,73,618
828-46-6863,98.53,6,29.559,620.739,591.18,4.761904762,29.559,4.0,1,1,2,5,3,23,619
641-96-3695,43.46,6,13.038,273.798,260.76,4.761904762,13.038,8.5,2,1,1,6,1,38,620
420-97-3340,71.68,3,10.752,225.792,215.04,4.761904762,10.752,9.2,1,2,1,5,3,87,621
436-54-4512,91.61,1,4.5805,96.1905,91.61,4.761904762,4.5805,9.8,1,1,1,5,2,79,622
670-79-6321,94.59,7,33.1065,695.2365,662.13,4.761904762,33.1065,4.9,3,1,1,3,3,17,623
852-62-7105,83.25,10,41.625,874.125,832.5,4.761904762,41.625,4.4,3,2,1,6,3,12,624
598-06-7312,91.35,1,4.5675,95.9175,91.35,4.761904762,4.5675,6.8,3,1,2,6,2,47,625
135-13-8269,78.88,2,7.888,165.648,157.76,4.761904762,7.888,9.1,3,1,1,5,2,26,626
816-57-2053,60.87,2,6.087,127.827,121.74,4.761904762,6.087,8.7,1,2,2,4,1,68,627
628-90-8624,82.58,10,41.29,867.09,825.8,4.761904762,41.29,5.0,3,1,2,1,2,73,628
856-66-2701,53.3,3,7.995,167.895,159.9,4.761904762,7.995,7.5,1,1,2,3,1,25,629
308-39-1707,12.09,1,0.6045,12.6945,12.09,4.761904762,0.6045,8.2,1,2,1,6,3,26,630
149-61-1929,64.19,10,32.095,673.995,641.9,4.761904762,32.095,6.7,1,2,2,4,3,19,631
655-07-2265,78.31,3,11.7465,246.6765,234.93,4.761904762,11.7465,5.4,1,2,2,2,1,64,632
589-02-8023,83.77,2,8.377,175.917,167.54,4.761904762,8.377,7.0,1,1,2,5,3,15,633
420-04-7590,99.7,3,14.955,314.055,299.1,4.761904762,14.955,4.7,3,2,2,3,1,77,634
182-88-2763,79.91,3,11.9865,251.7165,239.73,4.761904762,11.9865,5.0,3,1,2,5,3,79,635
188-55-0967,66.47,10,33.235,697.935,664.7,4.761904762,33.235,5.0,3,1,2,1,3,15,636
610-46-4100,28.95,7,10.1325,212.7825,202.65,4.761904762,10.1325,6.0,1,2,2,1,3,62,637
318-81-2368,46.2,1,2.31,48.51,46.2,4.761904762,2.31,6.3,2,2,1,2,2,78,638
364-33-8584,17.63,5,4.4075,92.5575,88.15,4.761904762,4.4075,8.5,3,1,1,5,2,67,639
665-63-9737,52.42,3,7.863,165.123,157.26,4.761904762,7.863,7.5,3,2,2,6,1,58,640
695-09-5146,98.79,3,14.8185,311.1885,296.37,4.761904762,14.8185,6.4,3,1,1,5,1,54,641
155-45-3814,88.55,8,35.42,743.82,708.4,4.761904762,35.42,4.7,2,1,1,2,1,78,642
794-32-2436,55.67,2,5.567,116.907,111.34,4.761904762,5.567,6.0,3,1,2,2,1,86,643
131-15-8856,72.52,8,29.008,609.168,580.16,4.761904762,29.008,4.0,2,1,1,5,3,89,644
273-84-2164,12.05,5,3.0125,63.2625,60.25,4.761904762,3.0125,5.5,2,1,2,2,1,47,645
706-36-6154,19.36,9,8.712,182.952,174.24,4.761904762,8.712,8.7,1,1,2,3,1,18,646
778-89-7974,70.21,6,21.063,442.323,421.26,4.761904762,21.063,7.4,2,2,2,1,2,89,647
574-31-8277,33.63,1,1.6815,35.3115,33.63,4.761904762,1.6815,5.6,3,1,2,6,2,79,648
859-71-0933,15.49,2,1.549,32.529,30.98,4.761904762,1.549,6.3,2,1,1,4,2,16,649
740-11-5257,24.74,10,12.37,259.77,247.4,4.761904762,12.37,7.1,2,2,2,2,2,55,650
369-82-2676,75.66,5,18.915,397.215,378.3,4.761904762,18.915,7.8,3,2,2,2,1,15,651
563-47-4072,55.81,6,16.743,351.603,334.86,4.761904762,16.743,9.9,3,2,1,1,2,22,652
742-04-5161,72.78,10,36.39,764.19,727.8,4.761904762,36.39,7.3,1,1,2,3,2,34,653
149-15-7606,37.32,9,16.794,352.674,335.88,4.761904762,16.794,5.1,3,1,2,4,1,65,654
133-77-3154,60.18,4,12.036,252.756,240.72,4.761904762,12.036,9.4,3,1,2,6,3,47,655
169-52-4504,15.69,3,2.3535,49.4235,47.07,4.761904762,2.3535,5.8,1,2,1,2,3,73,656
250-81-7186,99.69,1,4.9845,104.6745,99.69,4.761904762,4.9845,8.0,2,2,1,2,3,58,657
562-12-5430,88.15,3,13.2225,277.6725,264.45,4.761904762,13.2225,7.9,1,1,1,6,1,18,658
816-72-8853,27.93,5,6.9825,146.6325,139.65,4.761904762,6.9825,5.9,1,1,1,4,2,29,659
491-38-3499,55.45,1,2.7725,58.2225,55.45,4.761904762,2.7725,4.9,1,1,2,6,3,57,660
322-02-2271,42.97,3,6.4455,135.3555,128.91,4.761904762,6.4455,9.3,3,2,1,4,2,34,661
842-29-4695,17.14,7,5.999,125.979,119.98,4.761904762,5.999,7.9,2,1,2,4,3,16,662
725-67-2480,58.75,6,17.625,370.125,352.5,4.761904762,17.625,5.9,3,1,1,6,3,83,663
641-51-2661,87.1,10,43.55,914.55,871.0,4.761904762,43.55,9.9,2,1,1,5,3,43,664
714-02-3114,98.8,2,9.88,207.48,197.6,4.761904762,9.88,7.7,2,2,1,4,2,52,665
518-17-2983,48.63,4,9.726,204.246,194.52,4.761904762,9.726,7.6,1,2,1,6,1,35,666
779-42-2410,57.74,3,8.661,181.881,173.22,4.761904762,8.661,7.7,3,1,2,5,1,51,667
190-14-3147,17.97,4,3.594,75.474,71.88,4.761904762,3.594,6.4,3,2,1,1,1,54,668
408-66-6712,47.71,6,14.313,300.573,286.26,4.761904762,14.313,4.4,2,1,1,1,1,47,669
679-22-6530,40.62,2,4.062,85.302,81.24,4.761904762,4.062,4.1,3,2,1,4,3,17,670
588-47-8641,56.04,10,28.02,588.42,560.4,4.761904762,28.02,4.4,1,1,2,6,1,14,671
642-61-4706,93.4,2,9.34,196.14,186.8,4.761904762,9.34,5.5,3,1,2,5,2,89,672
576-31-4774,73.41,3,11.0115,231.2415,220.23,4.761904762,11.0115,4.0,3,2,1,1,1,61,673
556-41-6224,33.64,8,13.456,282.576,269.12,4.761904762,13.456,9.3,2,2,2,1,3,46,674
811-03-8790,45.48,10,22.74,477.54,454.8,4.761904762,22.74,4.8,1,2,1,2,3,60,675
242-11-3142,83.77,2,8.377,175.917,167.54,4.761904762,8.377,4.6,3,1,2,6,2,55,676
752-23-3760,64.08,7,22.428,470.988,448.56,4.761904762,22.428,7.3,3,1,1,4,3,50,677
274-05-5470,73.47,4,14.694,308.574,293.88,4.761904762,14.694,6.0,1,1,1,5,2,54,678
648-94-3045,58.95,10,29.475,618.975,589.5,4.761904762,29.475,8.1,2,2,2,1,1,38,679
130-67-4723,48.5,6,14.55,305.55,291.0,4.761904762,14.55,9.4,1,1,2,5,1,11,680
528-87-5606,39.48,1,1.974,41.454,39.48,4.761904762,1.974,6.5,3,1,1,2,2,43,681
320-85-2052,34.81,1,1.7405,36.5505,34.81,4.761904762,1.7405,7.0,3,2,1,4,3,14,682
370-96-0655,49.32,6,14.796,310.716,295.92,4.761904762,14.796,7.1,2,2,1,6,1,9,683
105-10-6182,21.48,2,2.148,45.108,42.96,4.761904762,2.148,6.6,1,1,2,6,1,58,684
510-79-0415,23.08,6,6.924,145.404,138.48,4.761904762,6.924,4.9,3,1,1,4,1,24,685
241-96-5076,49.1,2,4.91,103.11,98.2,4.761904762,4.91,6.4,3,1,1,3,3,8,686
767-97-4650,64.83,2,6.483,136.143,129.66,4.761904762,6.483,8.0,3,1,1,4,3,8,687
648-83-1321,63.56,10,31.78,667.38,635.6,4.761904762,31.78,4.3,1,1,2,3,2,16,688
173-57-2300,72.88,2,7.288,153.048,145.76,4.761904762,7.288,6.1,2,1,2,4,2,72,689
305-03-2383,67.1,3,10.065,211.365,201.3,4.761904762,10.065,7.5,1,2,1,5,2,46,690
394-55-6384,70.19,9,31.5855,663.2955,631.71,4.761904762,31.5855,6.7,2,1,1,4,2,25,691
266-20-6657,55.04,7,19.264,404.544,385.28,4.761904762,19.264,5.2,2,1,2,5,1,71,692
689-05-1884,48.63,10,24.315,510.615,486.3,4.761904762,24.315,8.8,1,1,2,1,2,63,693
196-01-2849,73.38,7,25.683,539.343,513.66,4.761904762,25.683,9.5,2,1,1,6,2,41,694
372-62-5264,52.6,9,23.67,497.07,473.4,4.761904762,23.67,7.6,2,2,1,5,2,16,695
800-09-8606,87.37,5,21.8425,458.6925,436.85,4.761904762,21.8425,6.6,1,1,1,3,2,29,696
182-52-7000,27.04,4,5.408,113.568,108.16,4.761904762,5.408,6.9,1,1,1,4,1,1,697
826-58-8051,62.19,4,12.438,261.198,248.76,4.761904762,12.438,4.3,3,2,2,3,1,6,698
868-06-0466,69.58,9,31.311,657.531,626.22,4.761904762,31.311,7.8,1,1,2,2,3,50,699
751-41-9720,97.5,10,48.75,1023.75,975.0,4.761904762,48.75,8.0,2,2,2,3,1,12,700
626-43-7888,60.41,8,24.164,507.444,483.28,4.761904762,24.164,9.6,2,2,1,6,1,38,701
176-64-7711,32.32,3,4.848,101.808,96.96,4.761904762,4.848,4.3,3,2,2,5,3,86,702
191-29-0321,19.77,10,9.885,207.585,197.7,4.761904762,9.885,5.0,3,1,1,6,3,58,703
729-06-2010,80.47,9,36.2115,760.4415,724.23,4.761904762,36.2115,9.2,3,1,2,1,2,6,704
640-48-5028,88.39,9,39.7755,835.2855,795.51,4.761904762,39.7755,6.3,3,1,1,3,2,61,705
186-79-9562,71.77,7,25.1195,527.5095,502.39,4.761904762,25.1195,8.9,3,2,2,1,2,88,706
834-45-5519,43.0,4,8.6,180.6,172.0,4.761904762,8.6,7.6,3,2,1,2,1,31,707
162-65-8559,68.98,1,3.449,72.429,68.98,4.761904762,3.449,4.8,2,1,2,5,2,21,708
760-27-5490,15.62,8,6.248,131.208,124.96,4.761904762,6.248,9.1,2,2,2,6,1,20,709
445-30-9252,25.7,3,3.855,80.955,77.1,4.761904762,3.855,6.1,1,2,2,4,1,17,710
786-94-2700,80.62,6,24.186,507.906,483.72,4.761904762,24.186,9.1,1,1,2,5,2,59,711
728-88-7867,75.53,4,15.106,317.226,302.12,4.761904762,15.106,8.3,2,1,1,3,1,78,712
183-21-3799,77.63,9,34.9335,733.6035,698.67,4.761904762,34.9335,7.2,2,2,1,2,1,50,713
268-20-3585,13.85,9,6.2325,130.8825,124.65,4.761904762,6.2325,6.0,2,2,1,1,1,35,714
735-32-9839,98.7,8,39.48,829.08,789.6,4.761904762,39.48,8.5,2,1,2,6,1,31,715
258-92-7466,35.68,5,8.92,187.32,178.4,4.761904762,8.92,6.6,1,2,1,1,3,37,716
857-16-3520,71.46,7,25.011,525.231,500.22,4.761904762,25.011,4.5,1,1,1,6,1,87,717
482-17-1179,11.94,3,1.791,37.611,35.82,4.761904762,1.791,8.1,1,1,2,2,3,19,718
788-21-5741,45.38,3,6.807,142.947,136.14,4.761904762,6.807,7.2,1,2,2,6,3,48,719
821-14-9046,17.48,6,5.244,110.124,104.88,4.761904762,5.244,6.1,3,1,1,6,3,18,720
418-05-0656,25.56,7,8.946,187.866,178.92,4.761904762,8.946,7.1,3,2,1,6,2,33,721
678-79-0726,90.63,9,40.7835,856.4535,815.67,4.761904762,40.7835,5.1,2,1,1,4,2,18,722
776-68-1096,44.12,3,6.618,138.978,132.36,4.761904762,6.618,7.9,3,2,2,3,3,77,723
592-46-1692,36.77,7,12.8695,270.2595,257.39,4.761904762,12.8695,7.4,2,1,1,5,2,11,724
434-35-9162,23.34,4,4.668,98.028,93.36,4.761904762,4.668,7.4,3,1,2,5,1,35,725
149-14-0304,28.5,8,11.4,239.4,228.0,4.761904762,11.4,6.6,2,1,1,1,2,37,726
442-44-6497,55.57,3,8.3355,175.0455,166.71,4.761904762,8.3355,5.9,2,1,2,3,3,8,727
174-64-0215,69.74,10,34.87,732.27,697.4,4.761904762,34.87,8.9,3,2,2,4,3,64,728
210-74-9613,97.26,4,19.452,408.492,389.04,4.761904762,19.452,6.8,2,2,2,6,1,75,729
299-29-0180,52.18,7,18.263,383.523,365.26,4.761904762,18.263,9.3,3,1,1,3,2,68,730
247-11-2470,22.32,4,4.464,93.744,89.28,4.761904762,4.464,4.4,1,1,1,6,3,60,731
635-28-5728,56.0,3,8.4,176.4,168.0,4.761904762,8.4,4.8,1,2,2,1,1,59,732
756-49-0168,19.7,1,0.985,20.685,19.7,4.761904762,0.985,9.5,1,1,2,6,1,39,733
438-23-1242,75.88,7,26.558,557.718,531.16,4.761904762,26.558,8.9,3,2,2,2,1,24,734
238-45-6950,53.72,1,2.686,56.406,53.72,4.761904762,2.686,6.4,3,1,2,5,1,60,735
607-65-2441,81.95,10,40.975,860.475,819.5,4.761904762,40.975,6.0,2,1,2,1,3,69,736
386-27-7606,81.2,7,28.42,596.82,568.4,4.761904762,28.42,8.1,2,1,1,3,3,82,737
137-63-5492,58.76,10,29.38,616.98,587.6,4.761904762,29.38,9.0,2,2,2,2,1,29,738
197-77-7132,91.56,8,36.624,769.104,732.48,4.761904762,36.624,6.0,3,1,2,2,1,12,739
805-86-0265,93.96,9,42.282,887.922,845.64,4.761904762,42.282,9.8,1,2,2,3,2,79,740
733-29-1227,55.61,7,19.4635,408.7335,389.27,4.761904762,19.4635,8.5,2,2,2,3,2,82,741
451-73-2711,84.83,1,4.2415,89.0715,84.83,4.761904762,4.2415,8.8,2,2,2,5,1,14,742
373-14-0504,71.63,2,7.163,150.423,143.26,4.761904762,7.163,8.8,1,1,1,4,1,43,743
546-80-2899,37.69,2,3.769,79.149,75.38,4.761904762,3.769,9.5,1,1,2,3,1,51,744
345-68-9016,31.67,8,12.668,266.028,253.36,4.761904762,12.668,5.6,2,1,1,4,3,2,745
390-17-5806,38.42,1,1.921,40.341,38.42,4.761904762,1.921,8.6,2,1,1,5,2,33,746
457-13-1708,65.23,10,32.615,684.915,652.3,4.761904762,32.615,5.2,3,1,2,6,3,8,747
664-14-2882,10.53,5,2.6325,55.2825,52.65,4.761904762,2.6325,5.8,2,1,1,3,3,30,748
487-79-6868,12.29,9,5.5305,116.1405,110.61,4.761904762,5.5305,8.0,3,1,1,3,3,85,749
314-23-4520,81.23,7,28.4305,597.0405,568.61,4.761904762,28.4305,9.0,2,1,2,1,2,15,750
210-30-7976,22.32,4,4.464,93.744,89.28,4.761904762,4.464,4.1,3,1,1,6,1,73,751
585-86-8361,27.28,5,6.82,143.22,136.4,4.761904762,6.82,8.6,1,2,1,5,3,34,752
807-14-7833,17.42,10,8.71,182.91,174.2,4.761904762,8.71,7.0,1,1,1,2,1,53,753
775-72-1988,73.28,5,18.32,384.72,366.4,4.761904762,18.32,8.4,3,2,2,3,1,24,754
288-38-3758,84.87,3,12.7305,267.3405,254.61,4.761904762,12.7305,7.4,2,1,1,6,1,25,755
652-43-6591,97.29,8,38.916,817.236,778.32,4.761904762,38.916,6.2,1,2,1,6,3,68,756
785-96-0615,35.74,8,14.296,300.216,285.92,4.761904762,14.296,4.9,3,1,1,2,1,48,757
406-46-7107,96.52,6,28.956,608.076,579.12,4.761904762,28.956,4.5,1,2,1,3,2,11,758
250-17-5703,18.85,10,9.425,197.925,188.5,4.761904762,9.425,5.6,1,1,2,5,1,58,759
156-95-3964,55.39,4,11.078,232.638,221.56,4.761904762,11.078,8.0,1,2,1,5,1,84,760
842-40-8179,77.2,10,38.6,810.6,772.0,4.761904762,38.6,5.6,3,1,1,5,3,42,761
525-09-8450,72.13,10,36.065,757.365,721.3,4.761904762,36.065,4.2,3,2,2,2,3,31,762
410-67-1709,63.88,8,25.552,536.592,511.04,4.761904762,25.552,9.9,1,1,1,6,1,20,763
587-73-4862,10.69,5,2.6725,56.1225,53.45,4.761904762,2.6725,7.6,1,1,1,1,1,85,764
787-87-2010,55.5,4,11.1,233.1,222.0,4.761904762,11.1,6.6,1,1,2,1,3,20,765
593-14-4239,95.46,8,38.184,801.864,763.68,4.761904762,38.184,4.7,3,2,1,3,1,64,766
801-88-0346,76.06,3,11.409,239.589,228.18,4.761904762,11.409,9.8,2,2,1,6,3,5,767
388-76-2555,13.69,6,4.107,86.247,82.14,4.761904762,4.107,6.3,3,2,2,4,2,44,768
711-31-1234,95.64,4,19.128,401.688,382.56,4.761904762,19.128,7.9,3,2,1,2,2,75,769
886-54-6089,11.43,6,3.429,72.009,68.58,4.761904762,3.429,7.7,1,2,1,3,2,15,770
707-32-7409,95.54,4,19.108,401.268,382.16,4.761904762,19.108,4.5,3,1,1,4,1,57,771
759-98-4285,85.87,7,30.0545,631.1445,601.09,4.761904762,30.0545,8.0,2,1,1,1,3,58,772
201-63-8275,67.99,7,23.7965,499.7265,475.93,4.761904762,23.7965,5.7,2,1,1,4,1,48,773
471-06-8611,52.42,1,2.621,55.041,52.42,4.761904762,2.621,6.3,2,2,1,5,3,37,774
200-16-5952,65.65,2,6.565,137.865,131.3,4.761904762,6.565,6.0,2,1,2,5,2,17,775
